path,slide_mpp,magnification
./data/MIDOG/images/001.tiff,0.25,40
./data/MIDOG/images/002.tiff,0.25,40
./data/MIDOG/images/003.tiff,0.25,40
./data/MIDOG/images/004.tiff,0.25,40
./data/MIDOG/images/005.tiff,0.25,40
./data/MIDOG/images/006.tiff,0.25,40
./data/MIDOG/images/007.tiff,0.25,40
./data/MIDOG/images/008.tiff,0.25,40
./data/MIDOG/images/009.tiff,0.25,40
./data/MIDOG/images/010.tiff,0.25,40
./data/MIDOG/images/011.tiff,0.25,40
./data/MIDOG/images/012.tiff,0.25,40
./data/MIDOG/images/013.tiff,0.25,40
./data/MIDOG/images/014.tiff,0.25,40
./data/MIDOG/images/015.tiff,0.25,40
./data/MIDOG/images/016.tiff,0.25,40
./data/MIDOG/images/017.tiff,0.25,40
./data/MIDOG/images/018.tiff,0.25,40
./data/MIDOG/images/019.tiff,0.25,40
./data/MIDOG/images/020.tiff,0.25,40
./data/MIDOG/images/021.tiff,0.25,40
./data/MIDOG/images/022.tiff,0.25,40
./data/MIDOG/images/023.tiff,0.25,40
./data/MIDOG/images/024.tiff,0.25,40
./data/MIDOG/images/025.tiff,0.25,40
./data/MIDOG/images/026.tiff,0.25,40
./data/MIDOG/images/027.tiff,0.25,40
./data/MIDOG/images/028.tiff,0.25,40
./data/MIDOG/images/029.tiff,0.25,40
./data/MIDOG/images/030.tiff,0.25,40
./data/MIDOG/images/031.tiff,0.25,40
./data/MIDOG/images/032.tiff,0.25,40
./data/MIDOG/images/033.tiff,0.25,40
./data/MIDOG/images/034.tiff,0.25,40
./data/MIDOG/images/035.tiff,0.25,40
./data/MIDOG/images/036.tiff,0.25,40
./data/MIDOG/images/037.tiff,0.25,40
./data/MIDOG/images/038.tiff,0.25,40
./data/MIDOG/images/039.tiff,0.25,40
./data/MIDOG/images/040.tiff,0.25,40
./data/MIDOG/images/041.tiff,0.25,40
./data/MIDOG/images/042.tiff,0.25,40
./data/MIDOG/images/043.tiff,0.25,40
./data/MIDOG/images/044.tiff,0.25,40
./data/MIDOG/images/045.tiff,0.25,40
./data/MIDOG/images/046.tiff,0.25,40
./data/MIDOG/images/047.tiff,0.25,40
./data/MIDOG/images/048.tiff,0.25,40
./data/MIDOG/images/049.tiff,0.25,40
./data/MIDOG/images/050.tiff,0.25,40
./data/MIDOG/images/051.tiff,0.25,40
./data/MIDOG/images/052.tiff,0.25,40
./data/MIDOG/images/053.tiff,0.25,40
./data/MIDOG/images/054.tiff,0.25,40
./data/MIDOG/images/055.tiff,0.25,40
./data/MIDOG/images/056.tiff,0.25,40
./data/MIDOG/images/057.tiff,0.25,40
./data/MIDOG/images/058.tiff,0.25,40
./data/MIDOG/images/059.tiff,0.25,40
./data/MIDOG/images/060.tiff,0.25,40
./data/MIDOG/images/061.tiff,0.25,40
./data/MIDOG/images/062.tiff,0.25,40
./data/MIDOG/images/063.tiff,0.25,40
./data/MIDOG/images/064.tiff,0.25,40
./data/MIDOG/images/065.tiff,0.25,40
./data/MIDOG/images/066.tiff,0.25,40
./data/MIDOG/images/067.tiff,0.25,40
./data/MIDOG/images/068.tiff,0.25,40
./data/MIDOG/images/069.tiff,0.25,40
./data/MIDOG/images/070.tiff,0.25,40
./data/MIDOG/images/071.tiff,0.25,40
./data/MIDOG/images/072.tiff,0.25,40
./data/MIDOG/images/073.tiff,0.25,40
./data/MIDOG/images/074.tiff,0.25,40
./data/MIDOG/images/075.tiff,0.25,40
./data/MIDOG/images/076.tiff,0.25,40
./data/MIDOG/images/077.tiff,0.25,40
./data/MIDOG/images/078.tiff,0.25,40
./data/MIDOG/images/079.tiff,0.25,40
./data/MIDOG/images/080.tiff,0.25,40
./data/MIDOG/images/081.tiff,0.25,40
./data/MIDOG/images/082.tiff,0.25,40
./data/MIDOG/images/083.tiff,0.25,40
./data/MIDOG/images/084.tiff,0.25,40
./data/MIDOG/images/085.tiff,0.25,40
./data/MIDOG/images/086.tiff,0.25,40
./data/MIDOG/images/087.tiff,0.25,40
./data/MIDOG/images/088.tiff,0.25,40
./data/MIDOG/images/089.tiff,0.25,40
./data/MIDOG/images/090.tiff,0.25,40
./data/MIDOG/images/091.tiff,0.25,40
./data/MIDOG/images/092.tiff,0.25,40
./data/MIDOG/images/093.tiff,0.25,40
./data/MIDOG/images/094.tiff,0.25,40
./data/MIDOG/images/095.tiff,0.25,40
./data/MIDOG/images/096.tiff,0.25,40
./data/MIDOG/images/097.tiff,0.25,40
./data/MIDOG/images/098.tiff,0.25,40
./data/MIDOG/images/099.tiff,0.25,40
./data/MIDOG/images/100.tiff,0.25,40
./data/MIDOG/images/101.tiff,0.25,40
./data/MIDOG/images/102.tiff,0.25,40
./data/MIDOG/images/103.tiff,0.25,40
./data/MIDOG/images/104.tiff,0.25,40
./data/MIDOG/images/105.tiff,0.25,40
./data/MIDOG/images/106.tiff,0.25,40
./data/MIDOG/images/107.tiff,0.25,40
./data/MIDOG/images/108.tiff,0.25,40
./data/MIDOG/images/109.tiff,0.25,40
./data/MIDOG/images/110.tiff,0.25,40
./data/MIDOG/images/111.tiff,0.25,40
./data/MIDOG/images/112.tiff,0.25,40
./data/MIDOG/images/113.tiff,0.25,40
./data/MIDOG/images/114.tiff,0.25,40
./data/MIDOG/images/115.tiff,0.25,40
./data/MIDOG/images/116.tiff,0.25,40
./data/MIDOG/images/117.tiff,0.25,40
./data/MIDOG/images/118.tiff,0.25,40
./data/MIDOG/images/119.tiff,0.25,40
./data/MIDOG/images/120.tiff,0.25,40
./data/MIDOG/images/121.tiff,0.25,40
./data/MIDOG/images/122.tiff,0.25,40
./data/MIDOG/images/123.tiff,0.25,40
./data/MIDOG/images/124.tiff,0.25,40
./data/MIDOG/images/125.tiff,0.25,40
./data/MIDOG/images/126.tiff,0.25,40
./data/MIDOG/images/127.tiff,0.25,40
./data/MIDOG/images/128.tiff,0.25,40
./data/MIDOG/images/129.tiff,0.25,40
./data/MIDOG/images/130.tiff,0.25,40
./data/MIDOG/images/131.tiff,0.25,40
./data/MIDOG/images/132.tiff,0.25,40
./data/MIDOG/images/133.tiff,0.25,40
./data/MIDOG/images/134.tiff,0.25,40
./data/MIDOG/images/135.tiff,0.25,40
./data/MIDOG/images/136.tiff,0.25,40
./data/MIDOG/images/137.tiff,0.25,40
./data/MIDOG/images/138.tiff,0.25,40
./data/MIDOG/images/139.tiff,0.25,40
./data/MIDOG/images/140.tiff,0.25,40
./data/MIDOG/images/141.tiff,0.25,40
./data/MIDOG/images/142.tiff,0.25,40
./data/MIDOG/images/143.tiff,0.25,40
./data/MIDOG/images/144.tiff,0.25,40
./data/MIDOG/images/145.tiff,0.25,40
./data/MIDOG/images/146.tiff,0.25,40
./data/MIDOG/images/147.tiff,0.25,40
./data/MIDOG/images/148.tiff,0.25,40
./data/MIDOG/images/149.tiff,0.25,40
./data/MIDOG/images/150.tiff,0.25,40
./data/MIDOG/images/201.tiff,0.25,40
./data/MIDOG/images/202.tiff,0.25,40
./data/MIDOG/images/203.tiff,0.25,40
./data/MIDOG/images/204.tiff,0.25,40
./data/MIDOG/images/205.tiff,0.25,40
./data/MIDOG/images/206.tiff,0.25,40
./data/MIDOG/images/207.tiff,0.25,40
./data/MIDOG/images/208.tiff,0.25,40
./data/MIDOG/images/209.tiff,0.25,40
./data/MIDOG/images/210.tiff,0.25,40
./data/MIDOG/images/211.tiff,0.25,40
./data/MIDOG/images/212.tiff,0.25,40
./data/MIDOG/images/213.tiff,0.25,40
./data/MIDOG/images/214.tiff,0.25,40
./data/MIDOG/images/215.tiff,0.25,40
./data/MIDOG/images/216.tiff,0.25,40
./data/MIDOG/images/217.tiff,0.25,40
./data/MIDOG/images/218.tiff,0.25,40
./data/MIDOG/images/219.tiff,0.25,40
./data/MIDOG/images/220.tiff,0.25,40
./data/MIDOG/images/221.tiff,0.25,40
./data/MIDOG/images/222.tiff,0.25,40
./data/MIDOG/images/223.tiff,0.25,40
./data/MIDOG/images/224.tiff,0.25,40
./data/MIDOG/images/225.tiff,0.25,40
./data/MIDOG/images/226.tiff,0.25,40
./data/MIDOG/images/227.tiff,0.25,40
./data/MIDOG/images/228.tiff,0.25,40
./data/MIDOG/images/229.tiff,0.25,40
./data/MIDOG/images/230.tiff,0.25,40
./data/MIDOG/images/231.tiff,0.25,40
./data/MIDOG/images/232.tiff,0.25,40
./data/MIDOG/images/233.tiff,0.25,40
./data/MIDOG/images/234.tiff,0.25,40
./data/MIDOG/images/235.tiff,0.25,40
./data/MIDOG/images/236.tiff,0.25,40
./data/MIDOG/images/237.tiff,0.25,40
./data/MIDOG/images/238.tiff,0.25,40
./data/MIDOG/images/239.tiff,0.25,40
./data/MIDOG/images/240.tiff,0.25,40
./data/MIDOG/images/241.tiff,0.25,40
./data/MIDOG/images/242.tiff,0.25,40
./data/MIDOG/images/243.tiff,0.25,40
./data/MIDOG/images/244.tiff,0.25,40
./data/MIDOG/images/245.tiff,0.25,40
./data/MIDOG/images/246.tiff,0.25,40
./data/MIDOG/images/247.tiff,0.25,40
./data/MIDOG/images/248.tiff,0.25,40
./data/MIDOG/images/249.tiff,0.25,40
./data/MIDOG/images/250.tiff,0.25,40
./data/MIDOG/images/251.tiff,0.25,40
./data/MIDOG/images/252.tiff,0.25,40
./data/MIDOG/images/253.tiff,0.25,40
./data/MIDOG/images/254.tiff,0.25,40
./data/MIDOG/images/255.tiff,0.25,40
./data/MIDOG/images/256.tiff,0.25,40
./data/MIDOG/images/257.tiff,0.25,40
./data/MIDOG/images/258.tiff,0.25,40
./data/MIDOG/images/259.tiff,0.25,40
./data/MIDOG/images/260.tiff,0.25,40
./data/MIDOG/images/261.tiff,0.25,40
./data/MIDOG/images/262.tiff,0.25,40
./data/MIDOG/images/263.tiff,0.25,40
./data/MIDOG/images/264.tiff,0.25,40
./data/MIDOG/images/265.tiff,0.25,40
./data/MIDOG/images/266.tiff,0.25,40
./data/MIDOG/images/267.tiff,0.25,40
./data/MIDOG/images/268.tiff,0.25,40
./data/MIDOG/images/269.tiff,0.25,40
./data/MIDOG/images/270.tiff,0.25,40
./data/MIDOG/images/271.tiff,0.25,40
./data/MIDOG/images/272.tiff,0.25,40
./data/MIDOG/images/273.tiff,0.25,40
