path,slide_mpp,magnification
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_15.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_16.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_19.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_20.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_21.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_22.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_23.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_25.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_31.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_32.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_33.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_35.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_36.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_37.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_38.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_43.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_46.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_47.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_48.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_56.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_59.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_60.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_64.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_6.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/crag_8.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_13.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_15.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_23.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_26.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_28.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_2.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_33.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_35.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_36.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_37.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_41.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_43.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_45.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_53.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_55.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_57.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_58.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_5.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_60.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_65.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_66.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_67.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_68.tiff,0.25,40
